   ELEMENT       X-STR          Y-STR          XY-STR
    538        0.250E+03      0.154E+01     -0.313E+01
    539        0.250E+03     -0.165E+01      0.425E+01
    540        0.269E+03      0.161E+01     -0.369E+01
    541       -0.268E+03     -0.115E+02      0.427E+01
    542       -0.249E+03     -0.846E+01     -0.362E+01
    543       -0.250E+03     -0.115E+02      0.483E+01
    544       -0.231E+03     -0.840E+01     -0.300E+01
    545       -0.231E+03     -0.113E+02      0.533E+01
    546       -0.213E+03     -0.828E+01     -0.244E+01
    547       -0.213E+03     -0.111E+02      0.580E+01
    548       -0.195E+03     -0.809E+01     -0.192E+01
    549       -0.195E+03     -0.109E+02      0.623E+01
    550       -0.177E+03     -0.786E+01     -0.144E+01
    551       -0.177E+03     -0.106E+02      0.662E+01
    552       -0.159E+03     -0.757E+01     -0.101E+01
    553       -0.159E+03     -0.102E+02      0.697E+01
    554       -0.141E+03     -0.724E+01     -0.616E+00
    555       -0.141E+03     -0.984E+01      0.729E+01
    556       -0.123E+03     -0.688E+01     -0.265E+00
    557       -0.123E+03     -0.944E+01      0.757E+01
    558       -0.105E+03     -0.648E+01      0.442E-01
    559       -0.106E+03     -0.901E+01      0.782E+01
    560       -0.876E+02     -0.605E+01      0.311E+00
    561       -0.880E+02     -0.855E+01      0.803E+01
    562       -0.700E+02     -0.560E+01      0.536E+00
    563       -0.704E+02     -0.808E+01      0.820E+01
    564       -0.524E+02     -0.513E+01      0.718E+00
    565       -0.528E+02     -0.760E+01      0.832E+01
    566       -0.349E+02     -0.464E+01      0.856E+00
    567       -0.353E+02     -0.711E+01      0.842E+01
    568       -0.173E+02     -0.415E+01      0.951E+00
    569       -0.177E+02     -0.661E+01      0.847E+01
    570        0.209E+00     -0.365E+01      0.100E+01
    571       -0.204E+00     -0.612E+01      0.848E+01
    572        0.177E+02     -0.314E+01      0.101E+01
    573        0.173E+02     -0.563E+01      0.845E+01
    574        0.353E+02     -0.265E+01      0.972E+00
    575        0.349E+02     -0.515E+01      0.838E+01
    576        0.529E+02     -0.215E+01      0.891E+00
    577        0.524E+02     -0.468E+01      0.827E+01
    578        0.704E+02     -0.167E+01      0.764E+00
    579        0.700E+02     -0.423E+01      0.812E+01
    580        0.881E+02     -0.121E+01      0.593E+00
    581        0.876E+02     -0.381E+01      0.792E+01
    582        0.106E+03     -0.768E+00      0.375E+00
    583        0.105E+03     -0.341E+01      0.769E+01
    584        0.123E+03     -0.351E+00      0.112E+00
    585        0.123E+03     -0.304E+01      0.741E+01
    586        0.141E+03      0.368E-01     -0.198E+00
    587        0.141E+03     -0.271E+01      0.709E+01
    588        0.159E+03      0.391E+00     -0.556E+00
    589        0.159E+03     -0.242E+01      0.672E+01
    590        0.177E+03      0.707E+00     -0.961E+00
    591        0.177E+03     -0.217E+01      0.631E+01
    592        0.195E+03      0.984E+00     -0.141E+01
    593        0.195E+03     -0.197E+01      0.586E+01
    594        0.213E+03      0.122E+01     -0.191E+01
    595        0.213E+03     -0.181E+01      0.537E+01
    596        0.231E+03      0.140E+01     -0.245E+01
    597        0.231E+03     -0.170E+01      0.484E+01
    598        0.250E+03      0.154E+01     -0.303E+01
    599        0.249E+03     -0.165E+01      0.428E+01
    600        0.268E+03      0.161E+01     -0.365E+01
    601       -0.268E+03     -0.115E+02      0.429E+01
    602       -0.249E+03     -0.847E+01     -0.357E+01
    603       -0.249E+03     -0.114E+02      0.491E+01
    604       -0.230E+03     -0.841E+01     -0.289E+01
    605       -0.231E+03     -0.113E+02      0.548E+01
    606       -0.212E+03     -0.829E+01     -0.226E+01
    607       -0.213E+03     -0.111E+02      0.601E+01
    608       -0.194E+03     -0.811E+01     -0.169E+01
    609       -0.195E+03     -0.109E+02      0.649E+01
    610       -0.176E+03     -0.788E+01     -0.116E+01
    611       -0.177E+03     -0.106E+02      0.692E+01
    612       -0.158E+03     -0.759E+01     -0.685E+00
    613       -0.159E+03     -0.102E+02      0.732E+01
    614       -0.140E+03     -0.727E+01     -0.254E+00
    615       -0.141E+03     -0.986E+01      0.767E+01
    616       -0.123E+03     -0.690E+01      0.131E+00
    617       -0.123E+03     -0.946E+01      0.798E+01
    618       -0.105E+03     -0.650E+01      0.470E+00
    619       -0.105E+03     -0.903E+01      0.825E+01
    620       -0.874E+02     -0.608E+01      0.762E+00
    621       -0.878E+02     -0.857E+01      0.848E+01
    622       -0.698E+02     -0.563E+01      0.101E+01
    623       -0.702E+02     -0.810E+01      0.866E+01
    624       -0.523E+02     -0.516E+01      0.120E+01
    625       -0.527E+02     -0.762E+01      0.881E+01
    626       -0.348E+02     -0.467E+01      0.135E+01
    627       -0.352E+02     -0.713E+01      0.890E+01
    628       -0.173E+02     -0.417E+01      0.146E+01
    629       -0.177E+02     -0.664E+01      0.896E+01
    630        0.217E+00     -0.367E+01      0.151E+01
    631       -0.195E+00     -0.614E+01      0.897E+01
    632        0.177E+02     -0.317E+01      0.152E+01
    633        0.173E+02     -0.565E+01      0.893E+01
    634        0.352E+02     -0.267E+01      0.147E+01
    635        0.348E+02     -0.517E+01      0.885E+01
    636        0.527E+02     -0.218E+01      0.138E+01
    637        0.523E+02     -0.470E+01      0.872E+01
    638        0.703E+02     -0.170E+01      0.124E+01
    639        0.699E+02     -0.425E+01      0.855E+01
    640        0.879E+02     -0.123E+01      0.105E+01
    641        0.874E+02     -0.383E+01      0.834E+01
    642        0.105E+03     -0.790E+00      0.806E+00
    643        0.105E+03     -0.343E+01      0.807E+01
    644        0.123E+03     -0.371E+00      0.514E+00
    645        0.123E+03     -0.306E+01      0.776E+01
    646        0.141E+03      0.190E-01      0.171E+00
    647        0.140E+03     -0.273E+01      0.741E+01
    648        0.159E+03      0.376E+00     -0.223E+00
    649        0.158E+03     -0.243E+01      0.700E+01
    650        0.177E+03      0.696E+00     -0.667E+00
    651        0.176E+03     -0.218E+01      0.655E+01
    652        0.195E+03      0.976E+00     -0.116E+01
    653        0.194E+03     -0.197E+01      0.605E+01
    654        0.213E+03      0.121E+01     -0.171E+01
    655        0.212E+03     -0.181E+01      0.551E+01
    656        0.231E+03      0.140E+01     -0.230E+01
    657        0.230E+03     -0.170E+01      0.493E+01
    658        0.249E+03      0.154E+01     -0.293E+01
    659        0.249E+03     -0.165E+01      0.431E+01
    660        0.267E+03      0.162E+01     -0.361E+01
    661       -0.267E+03     -0.115E+02      0.431E+01
    662       -0.248E+03     -0.848E+01     -0.352E+01
    663       -0.249E+03     -0.114E+02      0.499E+01
    664       -0.230E+03     -0.842E+01     -0.278E+01
    665       -0.230E+03     -0.113E+02      0.563E+01
    666       -0.212E+03     -0.830E+01     -0.209E+01
    667       -0.212E+03     -0.111E+02      0.621E+01
    668       -0.194E+03     -0.812E+01     -0.146E+01
    669       -0.194E+03     -0.109E+02      0.674E+01
    670       -0.176E+03     -0.789E+01     -0.888E+00
    671       -0.176E+03     -0.106E+02      0.722E+01
    672       -0.158E+03     -0.761E+01     -0.365E+00
    673       -0.158E+03     -0.102E+02      0.766E+01
    674       -0.140E+03     -0.729E+01      0.107E+00
    675       -0.140E+03     -0.987E+01      0.805E+01
    676       -0.122E+03     -0.692E+01      0.527E+00
    677       -0.123E+03     -0.947E+01      0.839E+01
    678       -0.105E+03     -0.652E+01      0.895E+00
    679       -0.105E+03     -0.904E+01      0.868E+01
    680       -0.872E+02     -0.610E+01      0.121E+01
    681       -0.876E+02     -0.859E+01      0.893E+01
    682       -0.696E+02     -0.565E+01      0.148E+01
    683       -0.700E+02     -0.812E+01      0.913E+01
    684       -0.521E+02     -0.518E+01      0.169E+01
    685       -0.525E+02     -0.764E+01      0.928E+01
    686       -0.347E+02     -0.469E+01      0.185E+01
    687       -0.351E+02     -0.715E+01      0.939E+01
    688       -0.172E+02     -0.420E+01      0.196E+01
    689       -0.176E+02     -0.665E+01      0.945E+01
    690        0.223E+00     -0.370E+01      0.202E+01
    691       -0.188E+00     -0.616E+01      0.945E+01
    692        0.177E+02     -0.319E+01      0.202E+01
    693        0.173E+02     -0.567E+01      0.941E+01
    694        0.351E+02     -0.269E+01      0.197E+01
    695        0.347E+02     -0.519E+01      0.932E+01
    696        0.526E+02     -0.220E+01      0.187E+01
    697        0.522E+02     -0.472E+01      0.918E+01
    698        0.701E+02     -0.172E+01      0.171E+01
    699        0.697E+02     -0.427E+01      0.899E+01
    700        0.876E+02     -0.125E+01      0.150E+01
    701        0.872E+02     -0.385E+01      0.875E+01
    702        0.105E+03     -0.809E+00      0.124E+01
    703        0.105E+03     -0.345E+01      0.846E+01
    704        0.123E+03     -0.388E+00      0.919E+00
    705        0.122E+03     -0.308E+01      0.812E+01
    706        0.141E+03      0.425E-02      0.544E+00
    707        0.140E+03     -0.274E+01      0.772E+01
    708        0.158E+03      0.364E+00      0.115E+00
    709        0.158E+03     -0.244E+01      0.728E+01
    710        0.176E+03      0.687E+00     -0.369E+00
    711        0.176E+03     -0.219E+01      0.679E+01
    712        0.194E+03      0.970E+00     -0.907E+00
    713        0.194E+03     -0.198E+01      0.624E+01
    714        0.212E+03      0.121E+01     -0.150E+01
    715        0.212E+03     -0.182E+01      0.565E+01
    716        0.230E+03      0.140E+01     -0.214E+01
    717        0.230E+03     -0.171E+01      0.502E+01
    718        0.248E+03      0.154E+01     -0.283E+01
    719        0.248E+03     -0.166E+01      0.433E+01
    720        0.267E+03      0.162E+01     -0.357E+01
    721       -0.266E+03     -0.115E+02      0.433E+01
    722       -0.247E+03     -0.849E+01     -0.347E+01
    723       -0.248E+03     -0.114E+02      0.508E+01
    724       -0.229E+03     -0.843E+01     -0.267E+01
    725       -0.230E+03     -0.113E+02      0.577E+01
    726       -0.211E+03     -0.831E+01     -0.192E+01
    727       -0.211E+03     -0.111E+02      0.641E+01
    728       -0.193E+03     -0.813E+01     -0.124E+01
    729       -0.193E+03     -0.109E+02      0.699E+01
    730       -0.175E+03     -0.790E+01     -0.614E+00
    731       -0.176E+03     -0.106E+02      0.752E+01
    732       -0.157E+03     -0.762E+01     -0.453E-01
    733       -0.158E+03     -0.102E+02      0.799E+01
    734       -0.140E+03     -0.730E+01      0.466E+00
    735       -0.140E+03     -0.988E+01      0.842E+01
    736       -0.122E+03     -0.694E+01      0.921E+00
    737       -0.122E+03     -0.948E+01      0.879E+01
    738       -0.104E+03     -0.654E+01      0.132E+01
    739       -0.105E+03     -0.905E+01      0.911E+01
    740       -0.869E+02     -0.612E+01      0.166E+01
    741       -0.873E+02     -0.860E+01      0.938E+01
    742       -0.694E+02     -0.567E+01      0.195E+01
    743       -0.698E+02     -0.813E+01      0.960E+01
    744       -0.520E+02     -0.520E+01      0.218E+01
    745       -0.524E+02     -0.765E+01      0.976E+01
    746       -0.346E+02     -0.472E+01      0.235E+01
    747       -0.350E+02     -0.716E+01      0.987E+01
    748       -0.172E+02     -0.422E+01      0.247E+01
    749       -0.176E+02     -0.667E+01      0.993E+01
    750        0.227E+00     -0.372E+01      0.253E+01
    751       -0.183E+00     -0.617E+01      0.994E+01
    752        0.176E+02     -0.322E+01      0.253E+01
    753        0.172E+02     -0.569E+01      0.989E+01
    754        0.350E+02     -0.271E+01      0.248E+01
    755        0.346E+02     -0.520E+01      0.979E+01
    756        0.524E+02     -0.222E+01      0.236E+01
    757        0.520E+02     -0.474E+01      0.964E+01
    758        0.699E+02     -0.174E+01      0.219E+01
    759        0.695E+02     -0.429E+01      0.943E+01
    760        0.874E+02     -0.127E+01      0.196E+01
    761        0.869E+02     -0.386E+01      0.917E+01
    762        0.105E+03     -0.825E+00      0.167E+01
    763        0.104E+03     -0.346E+01      0.885E+01
    764        0.122E+03     -0.402E+00      0.133E+01
    765        0.122E+03     -0.309E+01      0.847E+01
    766        0.140E+03     -0.815E-02      0.920E+00
    767        0.140E+03     -0.275E+01      0.805E+01
    768        0.158E+03      0.354E+00      0.455E+00
    769        0.157E+03     -0.245E+01      0.756E+01
    770        0.176E+03      0.679E+00     -0.679E-01
    771        0.175E+03     -0.219E+01      0.703E+01
    772        0.193E+03      0.965E+00     -0.649E+00
    773        0.193E+03     -0.198E+01      0.644E+01
    774        0.211E+03      0.121E+01     -0.129E+01
    775        0.211E+03     -0.182E+01      0.579E+01
    776        0.229E+03      0.140E+01     -0.198E+01
    777        0.229E+03     -0.171E+01      0.510E+01
    778        0.248E+03      0.154E+01     -0.273E+01
    779        0.247E+03     -0.166E+01      0.436E+01
    780        0.266E+03      0.162E+01     -0.353E+01
    781       -0.265E+03     -0.115E+02      0.434E+01
    782       -0.246E+03     -0.850E+01     -0.342E+01
    783       -0.247E+03     -0.114E+02      0.516E+01
    784       -0.228E+03     -0.844E+01     -0.256E+01
    785       -0.229E+03     -0.113E+02      0.591E+01
    786       -0.210E+03     -0.832E+01     -0.175E+01
    787       -0.211E+03     -0.111E+02      0.660E+01
    788       -0.192E+03     -0.815E+01     -0.102E+01
    789       -0.193E+03     -0.109E+02      0.723E+01
    790       -0.175E+03     -0.792E+01     -0.340E+00
    791       -0.175E+03     -0.106E+02      0.781E+01
    792       -0.157E+03     -0.764E+01      0.273E+00
    793       -0.157E+03     -0.102E+02      0.833E+01
    794       -0.139E+03     -0.732E+01      0.825E+00
    795       -0.140E+03     -0.988E+01      0.879E+01
    796       -0.122E+03     -0.696E+01      0.132E+01
    797       -0.122E+03     -0.948E+01      0.919E+01
    798       -0.104E+03     -0.656E+01      0.175E+01
    799       -0.104E+03     -0.906E+01      0.954E+01
    800       -0.866E+02     -0.614E+01      0.211E+01
    801       -0.870E+02     -0.861E+01      0.983E+01
    802       -0.692E+02     -0.569E+01      0.242E+01
    803       -0.696E+02     -0.814E+01      0.101E+02
